#Digilent WaveForms Oscilloscope Record
#Device Name: Analog Discovery Studio
#Serial Number: SN:210415B1A0BE
#Date Time: 2026-09-16 14:22:41
#Sample rate: 1000Hz
#Samples: 15000
Time (s),Channel 1 (V),Channel 2 (V)
6.233000,1.755357,1.971184
6.234000,1.758088,1.967645
6.235000,1.760290,1.981773
6.236000,1.761153,1.967069
6.237000,1.765925,1.953142
6.238000,1.768006,1.966483
6.239000,1.767648,1.962818
6.240000,1.771255,1.965483
6.241000,1.772714,1.967812
6.242000,1.773069,1.962640
6.243000,1.774248,1.966766
6.244000,1.776139,1.959607
6.245000,1.782427,1.958773
6.246000,1.780509,1.975909
6.247000,1.785429,1.951797
6.248000,1.787430,1.961453
6.249000,1.787630,1.956714
6.250000,1.790115,1.965303
6.251000,1.792426,1.964373
6.252000,1.795688,1.967215
6.253000,1.797243,1.959539
6.254000,1.800522,1.957422
6.255000,1.801546,1.948653
6.256000,1.802040,1.951026
6.257000,1.804968,1.954423
6.258000,1.806660,1.965979
6.259000,1.808275,1.939823
6.260000,1.810907,1.949946
6.261000,1.813313,1.960413
6.262000,1.815463,1.973838
6.263000,1.814975,1.961815
6.264000,1.817818,1.955517
6.265000,1.819367,1.960776
6.266000,1.820603,1.959987
6.267000,1.822042,1.948389
6.268000,1.826148,1.943194
6.269000,1.828183,1.948768
6.270000,1.829716,1.948296
6.271000,1.829314,1.956441
6.272000,1.830627,1.950217
6.273000,1.836308,1.958363
6.274000,1.838979,1.953961
6.275000,1.838958,1.941235
6.276000,1.837391,1.941348
6.277000,1.839179,1.960723
6.278000,1.842836,1.953254
6.279000,1.845718,1.938799
6.280000,1.846800,1.954088
6.281000,1.850728,1.950298
6.282000,1.852341,1.953695
6.283000,1.852060,1.952041
6.284000,1.853586,1.946634
6.285000,1.857040,1.947450
6.286000,1.856661,1.939738
6.287000,1.861220,1.953557
6.288000,1.859994,1.949108
6.289000,1.863347,1.934595
6.290000,1.865188,1.936739
6.291000,1.865791,1.952515
6.292000,1.865598,1.937391
6.293000,1.869553,1.949524
6.294000,1.873952,1.943041
6.295000,1.874431,1.934486
6.296000,1.874661,1.939119
6.297000,1.874438,1.940238
6.298000,1.877406,1.941228
6.299000,1.879669,1.934289
6.300000,1.883978,1.943408
6.301000,1.883130,1.947391
6.302000,1.886370,1.934749
6.303000,1.887959,1.941173
6.304000,1.888688,1.927832
6.305000,1.890979,1.929142
6.306000,1.887650,1.934547
6.307000,1.895527,1.917347
6.308000,1.895196,1.925885
6.309000,1.895701,1.925679
6.310000,1.896966,1.932898
6.311000,1.896620,1.934082
6.312000,1.898896,1.932782
6.313000,1.903530,1.950476
6.314000,1.903328,1.940747
6.315000,1.903812,1.932369
6.316000,1.905405,1.915014
6.317000,1.906415,1.933994
6.318000,1.905504,1.923581
6.319000,1.910389,1.937846
6.320000,1.911463,1.928729
6.321000,1.912172,1.922313
6.322000,1.914609,1.928672
6.323000,1.916841,1.917370
6.324000,1.915727,1.941541
6.325000,1.919667,1.927245
6.326000,1.921661,1.913820
6.327000,1.919168,1.940299
6.328000,1.921880,1.920840
6.329000,1.923096,1.936953
6.330000,1.924791,1.924833
6.331000,1.924833,1.919099
6.332000,1.927886,1.916231
6.333000,1.929776,1.922468
6.334000,1.928051,1.921840
6.335000,1.930003,1.922185
6.336000,1.930064,1.918381
6.337000,1.931977,1.908246
6.338000,1.935056,1.922126
6.339000,1.935949,1.919825
6.340000,1.938249,1.925853
6.341000,1.936943,1.921401
6.342000,1.938825,1.915833
6.343000,1.941631,1.905672
6.344000,1.943162,1.927881
6.345000,1.944350,1.935976
6.346000,1.941971,1.919884
6.347000,1.943190,1.925716
6.348000,1.946213,1.905447
6.349000,1.947639,1.903989
6.350000,1.947885,1.918610
6.351000,1.951991,1.919262
6.352000,1.948457,1.926860
6.353000,1.950565,1.917350
6.354000,1.950936,1.893626
6.355000,1.953590,1.909713
6.356000,1.953521,1.909923
6.357000,1.954281,1.907489
6.358000,1.958647,1.910505
6.359000,1.956611,1.906955
6.360000,1.956447,1.896688
6.361000,1.958456,1.905920
6.362000,1.958458,1.915193
6.363000,1.964367,1.893421
6.364000,1.961944,1.900274
6.365000,1.963447,1.908404
6.366000,1.961470,1.916763
6.367000,1.967215,1.902021
6.368000,1.965428,1.909581
6.369000,1.964718,1.903184
6.370000,1.963405,1.918661
6.371000,1.968362,1.908194
6.372000,1.968308,1.908328
6.373000,1.969229,1.903548
6.374000,1.967782,1.900448
6.375000,1.970943,1.904102
6.376000,1.971728,1.894945
6.377000,1.971192,1.905199
6.378000,1.968779,1.900048
6.379000,1.973926,1.902515
6.380000,1.973202,1.894723
6.381000,1.973868,1.901905
6.382000,1.974712,1.899858
6.383000,1.975807,1.894239
6.384000,1.976524,1.913138
6.385000,1.974205,1.903786
6.386000,1.977715,1.902307
6.387000,1.979612,1.907587
6.388000,1.978071,1.905896
6.389000,1.979678,1.898094
6.390000,1.981328,1.908516
6.391000,1.980518,1.885984
6.392000,1.983229,1.888419
6.393000,1.981042,1.892616
6.394000,1.982086,1.908302
6.395000,1.982316,1.896096
6.396000,1.984336,1.893557
6.397000,1.981883,1.894929
6.398000,1.984790,1.892642
6.399000,1.987128,1.891414
6.400000,1.985850,1.901997
6.401000,1.983149,1.895183
6.402000,1.982947,1.897677
6.403000,1.988965,1.888003
6.404000,1.985042,1.899172
6.405000,1.989430,1.897766
6.406000,1.983728,1.883356
6.407000,1.987049,1.894778
6.408000,1.987390,1.893881
6.409000,1.988872,1.881734
6.410000,1.985681,1.898490
6.411000,1.989711,1.886059
6.412000,1.988905,1.895829
6.413000,1.990822,1.895814
6.414000,1.988655,1.894362
6.415000,1.990972,1.906005
6.416000,1.989872,1.905371
6.417000,1.987710,1.912162
6.418000,1.988342,1.903672
6.419000,1.993252,1.900002
6.420000,1.991425,1.894381
6.421000,1.989107,1.888803
6.422000,1.988583,1.888853
6.423000,1.989072,1.892106
6.424000,1.992428,1.895874
6.425000,1.989685,1.892972
6.426000,1.991320,1.913740
6.427000,1.989086,1.879219
6.428000,1.991513,1.895096
6.429000,1.991914,1.890237
6.430000,1.991946,1.913597
6.431000,1.990419,1.888178
6.432000,1.987926,1.894712
6.433000,1.989455,1.892487
6.434000,1.989282,1.903679
6.435000,1.991569,1.887097
6.436000,1.991198,1.894297
6.437000,1.991391,1.888346
6.438000,1.988442,1.903828
6.439000,1.992776,1.893514
6.440000,1.990341,1.890595
6.441000,1.989886,1.898852
6.442000,1.990362,1.877123
6.443000,1.989480,1.893342
6.444000,1.992598,1.881526
6.445000,1.987273,1.882078
6.446000,1.988625,1.886591
6.447000,1.990320,1.891329
6.448000,1.990616,1.893691
6.449000,1.988197,1.905036
6.450000,1.987746,1.892568
6.451000,1.987407,1.903653
6.452000,1.988981,1.882457
6.453000,1.988919,1.898353
6.454000,1.988355,1.889130
6.455000,1.985391,1.897407
6.456000,1.985344,1.893442
6.457000,1.987307,1.906846
6.458000,1.985484,1.891739
6.459000,1.988347,1.890834
6.460000,1.984826,1.896685
6.461000,1.983408,1.894504
6.462000,1.981844,1.899046
6.463000,1.985531,1.890992
6.464000,1.983157,1.897642
6.465000,1.983256,1.895541
6.466000,1.985011,1.895784
6.467000,1.980977,1.892808
6.468000,1.982669,1.892783
6.469000,1.978886,1.898691
6.470000,1.980311,1.892489
6.471000,1.981560,1.899126
6.472000,1.982657,1.902395
6.473000,1.978389,1.895967
6.474000,1.977138,1.892684
6.475000,1.977488,1.910840
6.476000,1.977573,1.890881
6.477000,1.976067,1.906410
6.478000,1.976605,1.899302
6.479000,1.975551,1.891468
6.480000,1.974981,1.919343
6.481000,1.975565,1.896965
6.482000,1.974990,1.895201
6.483000,1.969841,1.893832
6.484000,1.975871,1.905247
6.485000,1.971750,1.903103
6.486000,1.973778,1.904875
6.487000,1.971925,1.898819
6.488000,1.968594,1.912383
6.489000,1.968445,1.902429
6.490000,1.967309,1.882980
6.491000,1.968961,1.894195
6.492000,1.969223,1.889724
6.493000,1.966747,1.905706
6.494000,1.963973,1.904864
6.495000,1.965271,1.896324
6.496000,1.963566,1.905232
6.497000,1.961154,1.909493
6.498000,1.961031,1.909031
6.499000,1.960791,1.907642
6.500000,1.960119,1.904015
6.501000,1.959330,1.908429
6.502000,1.957915,1.919641
6.503000,1.958758,1.909675
6.504000,1.954293,1.909677
6.505000,1.955931,1.906966
6.506000,1.954918,1.907758
6.507000,1.955541,1.914833
6.508000,1.952227,1.915682
6.509000,1.948475,1.919647
6.510000,1.950512,1.902777
6.511000,1.952984,1.911293
6.512000,1.949318,1.901730
6.513000,1.945811,1.914896
6.514000,1.947235,1.909676
6.515000,1.944657,1.914932
6.516000,1.945384,1.912298
6.517000,1.941784,1.897454
6.518000,1.944599,1.910045
6.519000,1.942141,1.921469
6.520000,1.940420,1.915461
6.521000,1.939409,1.917403
6.522000,1.938221,1.919394
6.523000,1.937739,1.907655
6.524000,1.936048,1.914432
6.525000,1.934814,1.918718
6.526000,1.935287,1.910441
6.527000,1.934298,1.914732
6.528000,1.926681,1.929475
6.529000,1.931318,1.922928
6.530000,1.928220,1.936060
6.531000,1.925707,1.918957
6.532000,1.923724,1.928998
6.533000,1.923492,1.914221
6.534000,1.923761,1.929430
6.535000,1.924078,1.923636
6.536000,1.921009,1.916475
6.537000,1.920277,1.917323
6.538000,1.915805,1.922450
6.539000,1.916181,1.921167
6.540000,1.915039,1.922243
6.541000,1.913681,1.933213
6.542000,1.911140,1.917959
6.543000,1.913514,1.924951
6.544000,1.911222,1.920489
6.545000,1.908843,1.931682
6.546000,1.905845,1.928734
6.547000,1.904595,1.929015
6.548000,1.907961,1.932126
6.549000,1.903989,1.938847
6.550000,1.902015,1.937360
6.551000,1.902948,1.920325
6.552000,1.902158,1.935352
6.553000,1.895778,1.921723
6.554000,1.897976,1.933039
6.555000,1.896566,1.932178
6.556000,1.894478,1.931052
6.557000,1.893358,1.913654
6.558000,1.890526,1.931602
6.559000,1.886185,1.937668
6.560000,1.888666,1.927215
6.561000,1.884988,1.935074
6.562000,1.882490,1.919549
6.563000,1.881922,1.928869
6.564000,1.881311,1.946933
6.565000,1.882715,1.943219
6.566000,1.882574,1.934204
6.567000,1.876600,1.934303
6.568000,1.876299,1.936904
6.569000,1.874275,1.937356
6.570000,1.872344,1.944848
6.571000,1.869589,1.953973
6.572000,1.869618,1.937528
6.573000,1.865962,1.937572
6.574000,1.867570,1.945524
6.575000,1.864399,1.944741
6.576000,1.864483,1.945392
6.577000,1.860681,1.941702
6.578000,1.860823,1.929567
6.579000,1.858357,1.946434
6.580000,1.854635,1.943022
6.581000,1.854516,1.952089
6.582000,1.849991,1.950193
6.583000,1.849965,1.958187
6.584000,1.849555,1.961626
6.585000,1.843982,1.960498
6.586000,1.844663,1.948282
6.587000,1.842977,1.961242
6.588000,1.842795,1.929923
6.589000,1.842344,1.949631
6.590000,1.836925,1.956083
6.591000,1.835818,1.949401
6.592000,1.838602,1.939306
6.593000,1.830240,1.953113
6.594000,1.830426,1.955502
6.595000,1.827760,1.950546
6.596000,1.828640,1.953896
6.597000,1.828675,1.936301
6.598000,1.822522,1.963404
6.599000,1.824619,1.947107
6.600000,1.819372,1.963885
6.601000,1.818417,1.947649
6.602000,1.816471,1.958823
6.603000,1.815402,1.964128
6.604000,1.813467,1.948794
6.605000,1.812919,1.960038
6.606000,1.809337,1.938122
6.607000,1.808379,1.952368
6.608000,1.808396,1.965034
6.609000,1.804377,1.956255
6.610000,1.801823,1.948130
6.611000,1.803335,1.946170
6.612000,1.799617,1.955353
6.613000,1.796731,1.955882
6.614000,1.796348,1.964673
6.615000,1.793874,1.957676
6.616000,1.788828,1.955481
6.617000,1.787340,1.963851
6.618000,1.786646,1.958818
6.619000,1.785038,1.942642
6.620000,1.782617,1.953166
6.621000,1.781922,1.953981
6.622000,1.778291,1.959340
6.623000,1.777176,1.960376
6.624000,1.774494,1.963673
6.625000,1.774060,1.963740
6.626000,1.772395,1.964690
6.627000,1.769175,1.966884
6.628000,1.767705,1.949809
6.629000,1.767330,1.969934
6.630000,1.765888,1.970547
6.631000,1.762480,1.968163
6.632000,1.759727,1.955001
6.633000,1.759979,1.954704
6.634000,1.757043,1.967617
6.635000,1.754272,1.956423
6.636000,1.751791,1.967110
6.637000,1.749487,1.961781
6.638000,1.747398,1.952259
6.639000,1.744835,1.969240
6.640000,1.742193,1.958896
6.641000,1.741836,1.964798
6.642000,1.737643,1.952821
6.643000,1.739620,1.963250
6.644000,1.735558,1.970175
6.645000,1.733277,1.959866
6.646000,1.733891,1.973982
6.647000,1.732011,1.979067
6.648000,1.729068,1.960930
6.649000,1.724482,1.970400
6.650000,1.724721,1.979815
6.651000,1.719885,1.961521
6.652000,1.719075,1.957225
6.653000,1.719531,1.975853
6.654000,1.715648,1.966467
6.655000,1.714940,1.962358
6.656000,1.712608,1.964108
6.657000,1.709412,1.976865
6.658000,1.707002,1.958288
6.659000,1.705512,1.978853
6.660000,1.702619,1.975128
6.661000,1.700201,1.959628
6.662000,1.702082,1.970311
6.663000,1.696701,1.953665
6.664000,1.698332,1.973642
6.665000,1.695420,1.963889
6.666000,1.691329,1.980413
6.667000,1.688339,1.955586
6.668000,1.686042,1.972314
6.669000,1.686010,1.957522
6.670000,1.683582,1.970928
6.671000,1.684305,1.969856
6.672000,1.678021,1.964316
6.673000,1.676586,1.975499
6.674000,1.675098,1.961147
6.675000,1.673895,1.972001
6.676000,1.669997,1.975312
6.677000,1.670474,1.950113
6.678000,1.667855,1.971843
6.679000,1.664326,1.965859
6.680000,1.666274,1.971982
6.681000,1.656925,1.980415
6.682000,1.659840,1.977358
6.683000,1.657217,1.965252
6.684000,1.655079,1.959565
6.685000,1.652387,1.978423
6.686000,1.651459,1.960039
6.687000,1.650651,1.973150
6.688000,1.647673,1.964171
6.689000,1.646504,1.961927
6.690000,1.643298,1.962597
6.691000,1.642198,1.963805
6.692000,1.639721,1.960809
6.693000,1.637315,1.963044
6.694000,1.635324,1.970374
6.695000,1.633418,1.968010
6.696000,1.629199,1.974391
6.697000,1.629170,1.971275
6.698000,1.627042,1.969457
6.699000,1.624089,1.962113
6.700000,1.623687,1.971702
6.701000,1.620062,1.966537
6.702000,1.616886,1.979580
6.703000,1.615513,1.967427
6.704000,1.613665,1.959647
6.705000,1.610390,1.953550
6.706000,1.609533,1.960768
6.707000,1.604981,1.970320
6.708000,1.607057,1.962681
6.709000,1.605090,1.958749
6.710000,1.602815,1.965678
6.711000,1.598973,1.973983
6.712000,1.601179,1.979140
6.713000,1.596494,1.970241
6.714000,1.593550,1.958707
6.715000,1.592226,1.953546
6.716000,1.590687,1.970131
6.717000,1.588894,1.962859
6.718000,1.585387,1.960682
6.719000,1.585591,1.945511
6.720000,1.583687,1.964558
6.721000,1.579997,1.962352
6.722000,1.579131,1.972568
6.723000,1.577027,1.957055
6.724000,1.574526,1.955377
6.725000,1.572645,1.958974
6.726000,1.571638,1.982037
6.727000,1.564414,1.973091
6.728000,1.566764,1.971031
6.729000,1.562754,1.966214
6.730000,1.562299,1.947714
6.731000,1.559066,1.946335
6.732000,1.560203,1.980409
6.733000,1.555425,1.960842
6.734000,1.553254,1.964885
6.735000,1.552786,1.973506
6.736000,1.550777,1.958716
6.737000,1.548295,1.961874
6.738000,1.546802,1.972471
6.739000,1.547506,1.954683
6.740000,1.541742,1.945232
6.741000,1.544851,1.960082
6.742000,1.537919,1.960157
6.743000,1.536917,1.966188
6.744000,1.536134,1.958665
6.745000,1.533984,1.954831
6.746000,1.533302,1.957261
6.747000,1.528411,1.973771
6.748000,1.529099,1.956666
6.749000,1.527309,1.962443
6.750000,1.524101,1.956203
6.751000,1.521593,1.969010
6.752000,1.519299,1.951529
6.753000,1.518048,1.947729
6.754000,1.515217,1.953343
6.755000,1.513886,1.956019
6.756000,1.511833,1.960427
6.757000,1.514780,1.939182
6.758000,1.508489,1.943526
6.759000,1.511167,1.949529
6.760000,1.505299,1.955408
6.761000,1.506183,1.956977
6.762000,1.502889,1.950213
6.763000,1.503675,1.959952
6.764000,1.497237,1.946385
6.765000,1.500167,1.946000
6.766000,1.494063,1.947458
6.767000,1.494196,1.952249
6.768000,1.491736,1.949627
6.769000,1.491839,1.942460
6.770000,1.489245,1.956690
6.771000,1.488094,1.950441
6.772000,1.485509,1.952516
6.773000,1.484169,1.942153
6.774000,1.483752,1.954528
6.775000,1.480148,1.956060
6.776000,1.480867,1.959664
6.777000,1.479719,1.942278
6.778000,1.479051,1.938939
6.779000,1.474639,1.946678
6.780000,1.472355,1.947184
6.781000,1.472178,1.936977
6.782000,1.469951,1.943872
6.783000,1.471591,1.940994
6.784000,1.465043,1.951251
6.785000,1.464531,1.951392
6.786000,1.463574,1.946088
6.787000,1.462113,1.942926
6.788000,1.458702,1.935020
6.789000,1.458654,1.942200
6.790000,1.456460,1.944113
6.791000,1.456449,1.942755
6.792000,1.455357,1.932622
6.793000,1.453671,1.953331
6.794000,1.451510,1.930390
6.795000,1.445987,1.933078
6.796000,1.449794,1.933660
6.797000,1.447251,1.935432
6.798000,1.449362,1.925168
6.799000,1.442104,1.931728
6.800000,1.443540,1.924158
6.801000,1.443238,1.930388
6.802000,1.435972,1.938909
6.803000,1.437744,1.928756
6.804000,1.435333,1.935239
6.805000,1.434292,1.921329
6.806000,1.434065,1.939939
6.807000,1.430487,1.933613
6.808000,1.431700,1.923366
6.809000,1.430598,1.927486
6.810000,1.428837,1.932680
6.811000,1.426138,1.939007
6.812000,1.423604,1.933550
6.813000,1.422287,1.941166
6.814000,1.424229,1.923198
6.815000,1.420420,1.932257
6.816000,1.421071,1.916947
6.817000,1.423653,1.924221
6.818000,1.416533,1.927613
6.819000,1.416982,1.934636
6.820000,1.416082,1.932847
6.821000,1.414945,1.910404
6.822000,1.412784,1.923488
6.823000,1.410504,1.920014
6.824000,1.410963,1.925475
6.825000,1.409663,1.926778
6.826000,1.408159,1.916364
6.827000,1.406722,1.922636
6.828000,1.404074,1.916791
6.829000,1.404027,1.927318
6.830000,1.404699,1.932109
6.831000,1.404427,1.913460
6.832000,1.400200,1.920397
6.833000,1.399177,1.917315
6.834000,1.398451,1.926226
6.835000,1.395320,1.927496
6.836000,1.396754,1.922067
6.837000,1.394360,1.921873
6.838000,1.393482,1.911006
6.839000,1.389530,1.923549
6.840000,1.390460,1.931842
6.841000,1.391923,1.935084
6.842000,1.390360,1.922047
6.843000,1.389311,1.912564
6.844000,1.389356,1.914998
6.845000,1.384907,1.912862
6.846000,1.385369,1.907254
6.847000,1.383011,1.919632
6.848000,1.382297,1.916240
6.849000,1.382613,1.918977
6.850000,1.380199,1.907396
6.851000,1.379632,1.919374
6.852000,1.377905,1.904073
6.853000,1.378676,1.929792
6.854000,1.379243,1.906387
6.855000,1.374437,1.908394
6.856000,1.373816,1.905711
6.857000,1.373832,1.909014
6.858000,1.373073,1.920825
6.859000,1.372036,1.905716
6.860000,1.373069,1.910798
6.861000,1.371023,1.895782
6.862000,1.371965,1.914044
6.863000,1.369237,1.910127
6.864000,1.368496,1.904772
6.865000,1.365382,1.916399
6.866000,1.367655,1.906043
6.867000,1.365006,1.910436
6.868000,1.368061,1.908254
6.869000,1.363848,1.919028
6.870000,1.363409,1.902053
6.871000,1.363875,1.905817
6.872000,1.363181,1.915389
6.873000,1.362935,1.912323
6.874000,1.360118,1.907927
6.875000,1.365209,1.905017
6.876000,1.360208,1.905242
6.877000,1.361122,1.900146
6.878000,1.357461,1.914125
6.879000,1.358667,1.913832
6.880000,1.360567,1.887114
6.881000,1.356868,1.913972
6.882000,1.357036,1.909713
6.883000,1.359128,1.902098
6.884000,1.358055,1.899596
6.885000,1.357076,1.898997
6.886000,1.357084,1.901907
6.887000,1.355802,1.922549
6.888000,1.351866,1.909215
6.889000,1.352226,1.906185
6.890000,1.353038,1.909613
6.891000,1.351216,1.897174
6.892000,1.349925,1.902179
6.893000,1.351077,1.905245
6.894000,1.349838,1.903962
6.895000,1.352615,1.904033
6.896000,1.348184,1.905139
6.897000,1.350727,1.887859
6.898000,1.348497,1.901842
6.899000,1.347426,1.906555
6.900000,1.344938,1.910558
6.901000,1.348240,1.901138
6.902000,1.347058,1.892548
6.903000,1.345648,1.905802
6.904000,1.347191,1.906101
6.905000,1.344230,1.906015
6.906000,1.346127,1.896033
6.907000,1.346940,1.903065
6.908000,1.344105,1.903759
6.909000,1.344515,1.887139
6.910000,1.346964,1.901723
6.911000,1.344905,1.901853
6.912000,1.343998,1.904518
6.913000,1.344464,1.900986
6.914000,1.347796,1.902174
6.915000,1.343580,1.907841
6.916000,1.339811,1.894102
6.917000,1.344621,1.893617
6.918000,1.344640,1.894978
6.919000,1.344181,1.890869
6.920000,1.341460,1.889440
6.921000,1.340104,1.908646
6.922000,1.343965,1.893951
6.923000,1.340067,1.909635
6.924000,1.344126,1.906326
6.925000,1.342565,1.901619
6.926000,1.342873,1.893671
6.927000,1.343827,1.898112
6.928000,1.342697,1.908890
6.929000,1.342780,1.912676
6.930000,1.341112,1.907480
6.931000,1.340978,1.889442
6.932000,1.341263,1.892092
6.933000,1.343517,1.879980
6.934000,1.342578,1.907205
6.935000,1.342215,1.893241
6.936000,1.341299,1.898531
6.937000,1.345716,1.884626
6.938000,1.344198,1.882726
6.939000,1.344872,1.897807
6.940000,1.341777,1.893272
6.941000,1.342891,1.904492
6.942000,1.344546,1.894367
6.943000,1.341742,1.885104
6.944000,1.343450,1.913585
6.945000,1.342798,1.888557
6.946000,1.342450,1.907330
6.947000,1.342555,1.891209
6.948000,1.342886,1.886782
6.949000,1.341974,1.884911
6.950000,1.343988,1.880180
6.951000,1.345804,1.906695
6.952000,1.346376,1.893792
6.953000,1.345574,1.890132
6.954000,1.346697,1.896273
6.955000,1.346587,1.888556
6.956000,1.345455,1.898239
6.957000,1.345345,1.890846
6.958000,1.345494,1.891956
6.959000,1.348512,1.898647
6.960000,1.346982,1.894537
6.961000,1.349205,1.909842
6.962000,1.348721,1.897847
6.963000,1.347510,1.898781
6.964000,1.347520,1.898476
6.965000,1.348039,1.902440
6.966000,1.346998,1.901286
6.967000,1.347685,1.896523
6.968000,1.349929,1.908112
6.969000,1.350932,1.911798
6.970000,1.351775,1.897570
6.971000,1.351446,1.896474
6.972000,1.352934,1.898953
6.973000,1.353724,1.893042
6.974000,1.356761,1.890253
6.975000,1.351670,1.901181
6.976000,1.355499,1.910064
6.977000,1.353637,1.929393
6.978000,1.354898,1.906758
6.979000,1.355494,1.915745
6.980000,1.357921,1.905155
6.981000,1.356856,1.913490
6.982000,1.359392,1.913294
6.983000,1.359961,1.902034
6.984000,1.361180,1.904958
6.985000,1.360472,1.903876
6.986000,1.361785,1.914209
6.987000,1.361238,1.916024
6.988000,1.359455,1.897286
6.989000,1.363689,1.907571
6.990000,1.362711,1.908393
6.991000,1.362081,1.888415
6.992000,1.363118,1.911093
6.993000,1.366444,1.913597
6.994000,1.368435,1.900619
6.995000,1.369690,1.903880
6.996000,1.366466,1.912882
6.997000,1.368134,1.904270
6.998000,1.371036,1.912146
6.999000,1.372806,1.891321
7.000000,1.373575,1.913874
7.001000,1.369436,1.893250
7.002000,1.370538,1.918851
7.003000,1.373919,1.913960
7.004000,1.374371,1.910367
7.005000,1.375239,1.903585
7.006000,1.377340,1.915850
7.007000,1.375367,1.899849
7.008000,1.378621,1.909455
7.009000,1.378956,1.919671
7.010000,1.379052,1.907757
7.011000,1.381892,1.908053
7.012000,1.382469,1.916750
7.013000,1.383269,1.917815
7.014000,1.384132,1.908473
7.015000,1.388761,1.927532
7.016000,1.386140,1.912971
7.017000,1.387640,1.915206
7.018000,1.385364,1.923417
7.019000,1.387980,1.911151
7.020000,1.387794,1.933919
7.021000,1.390313,1.913148
7.022000,1.389016,1.909519
7.023000,1.391319,1.925805
7.024000,1.390787,1.915323
7.025000,1.390491,1.929304
7.026000,1.396273,1.912300
7.027000,1.396151,1.930921
7.028000,1.394253,1.920309
7.029000,1.398406,1.923337
7.030000,1.401174,1.911525
7.031000,1.399340,1.913917
7.032000,1.401648,1.928663
7.033000,1.402232,1.922899
7.034000,1.407254,1.920514
7.035000,1.409565,1.923939
7.036000,1.405317,1.927081
7.037000,1.406837,1.923816
7.038000,1.407838,1.910808
7.039000,1.407919,1.929820
7.040000,1.411657,1.927431
7.041000,1.411017,1.926408
7.042000,1.414280,1.914231
7.043000,1.413733,1.939320
7.044000,1.416369,1.923276
7.045000,1.418291,1.944337
7.046000,1.418376,1.926946
7.047000,1.420560,1.911388
7.048000,1.422181,1.933162
7.049000,1.422336,1.915009
7.050000,1.421984,1.931694
7.051000,1.424442,1.927242
7.052000,1.426221,1.925611
7.053000,1.428970,1.937999
7.054000,1.429372,1.917261
7.055000,1.427735,1.915928
7.056000,1.431805,1.927258
7.057000,1.433521,1.927112
7.058000,1.434999,1.940224
7.059000,1.435821,1.924043
7.060000,1.436323,1.929789
7.061000,1.437807,1.932286
7.062000,1.440189,1.911038
7.063000,1.441175,1.925527
7.064000,1.443176,1.932969
7.065000,1.442365,1.927442
7.066000,1.446524,1.940356
7.067000,1.446875,1.917049
7.068000,1.447256,1.938126
7.069000,1.449404,1.927048
7.070000,1.451979,1.938485
7.071000,1.449584,1.930630
7.072000,1.452343,1.942603
7.073000,1.457427,1.947540
7.074000,1.455663,1.924332
7.075000,1.457968,1.953261
7.076000,1.459147,1.928551
7.077000,1.461603,1.947933
7.078000,1.461478,1.940868
7.079000,1.465759,1.942988
7.080000,1.465963,1.954119
7.081000,1.466370,1.943202
7.082000,1.467745,1.938657
7.083000,1.470430,1.934407
7.084000,1.468965,1.943614
7.085000,1.474655,1.928132
7.086000,1.476185,1.958172
7.087000,1.480303,1.939134
7.088000,1.479531,1.945259
7.089000,1.478746,1.947646
7.090000,1.480607,1.947668
7.091000,1.482780,1.934105
7.092000,1.484337,1.948009
7.093000,1.486644,1.943675
7.094000,1.487739,1.940638
7.095000,1.491988,1.960743
7.096000,1.492085,1.946901
7.097000,1.494812,1.932549
7.098000,1.497350,1.954129
7.099000,1.496379,1.956554
7.100000,1.498102,1.946787
7.101000,1.499753,1.944172
7.102000,1.501838,1.954573
7.103000,1.502837,1.954954
7.104000,1.504826,1.949334
7.105000,1.506546,1.950776
7.106000,1.506483,1.953661
7.107000,1.506784,1.933333
7.108000,1.511183,1.946834
7.109000,1.512080,1.940218
7.110000,1.512594,1.944381
7.111000,1.516740,1.970065
7.112000,1.519179,1.947203
7.113000,1.520201,1.951075
7.114000,1.521743,1.963624
7.115000,1.523938,1.950803
7.116000,1.524602,1.958173
7.117000,1.529519,1.953370
7.118000,1.530867,1.946150
7.119000,1.532861,1.947544
7.120000,1.532813,1.945771
7.121000,1.535845,1.948631
7.122000,1.535719,1.942488
7.123000,1.538257,1.956939
7.124000,1.538316,1.955564
7.125000,1.540098,1.956720
7.126000,1.542422,1.966354
7.127000,1.547042,1.956637
7.128000,1.545963,1.940734
7.129000,1.549466,1.952627
7.130000,1.546955,1.958164
7.131000,1.552299,1.949518
7.132000,1.554290,1.950640
7.133000,1.552442,1.962145
7.134000,1.556750,1.967900
7.135000,1.557564,1.960404
7.136000,1.558720,1.952015
7.137000,1.563811,1.960998
7.138000,1.566802,1.954528
7.139000,1.566834,1.962979
7.140000,1.567507,1.959189
7.141000,1.570650,1.947477
7.142000,1.572265,1.955080
7.143000,1.571583,1.961523
7.144000,1.573824,1.952133
7.145000,1.576568,1.964372
7.146000,1.580612,1.961185
7.147000,1.579952,1.966449
7.148000,1.581941,1.954045
7.149000,1.585177,1.960346
7.150000,1.586375,1.952604
7.151000,1.585771,1.951488
7.152000,1.590520,1.954105
7.153000,1.590325,1.959118
7.154000,1.592368,1.959383
7.155000,1.595141,1.955720
7.156000,1.599534,1.946252
7.157000,1.598535,1.972005
